Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
02/01/2023,New Hampshire,2022,27,2022-07-09,262,233,,35,,11,,18,,,,56,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,28,2022-07-16,265,238,,49,,10,,11,,,,63,10,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,29,2022-07-23,275,248,,54,,,,11,,,,62,12,10,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,30,2022-07-30,242,227,,49,12,14,,14,,,,57,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,31,2022-08-06,243,207,,41,,,,10,,,,45,15,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,32,2022-08-13,270,243,,50,16,,,,,,,66,14,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,33,2022-08-20,265,241,0,52,17,,,13,,,,48,11,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,34,2022-08-27,273,242,,57,,,0,10,,,,57,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,35,2022-09-03,263,240,,58,13,,0,12,,,,52,,11,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,36,2022-09-10,238,207,,57,,,,10,,,,40,,11,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,37,2022-09-17,258,243,0,49,,16,,12,,,10,61,15,12,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,38,2022-09-24,267,243,,59,11,,,13,,0,11,48,13,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,39,2022-10-01,257,240,,50,,,,14,,,,44,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,40,2022-10-08,293,266,,73,11,11,,15,,,12,54,14,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,41,2022-10-15,257,240,,55,,10,,14,,,,52,,14,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,42,2022-10-22,251,234,,47,12,10,,11,,,12,45,11,21,15,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,New Hampshire,2022,43,2022-10-29,285,262,,52,,,,19,,,,52,14,19,13,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
02/01/2023,New Hampshire,2022,44,2022-11-05,262,244,,51,,,,19,,,10,52,13,20,13,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,New Hampshire,2022,45,2022-11-12,313,289,,67,,11,,20,10,,12,42,18,14,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,46,2022-11-19,240,228,,48,,13,,,,,10,50,14,17,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,47,2022-11-26,282,259,,56,,,,11,,,22,52,16,12,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,48,2022-12-03,290,270,,53,,,,16,,,16,50,10,11,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,49,2022-12-10,283,267,,54,,11,,13,,,15,62,22,10,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,50,2022-12-17,309,294,,62,,13,,17,,,20,70,12,10,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,51,2022-12-24,308,301,,64,,,,13,,,19,85,13,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,New Hampshire,2022,52,2022-12-31,234,234,,54,,10,,10,,,11,48,,15,13,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
02/01/2023,New Hampshire,2023,1,2023-01-07,325,314,,56,,10,,16,,,14,70,14,19,12,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,New Hampshire,2023,2,2023-01-14,215,214,,42,,,,15,,,13,50,,21,14,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
02/01/2023,New Hampshire,2023,3,2023-01-21,238,238,0,50,10,15,,14,,,12,49,,11,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
02/01/2023,New Jersey,2020,1,2020-01-04,1628,1480,41,321,30,42,25,65,53,35,26,419,68,0,0,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,2,2020-01-11,1588,1484,38,317,44,51,37,70,40,32,21,394,66,0,0,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,3,2020-01-18,1490,1395,43,310,35,38,36,72,49,35,19,365,76,0,0,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,4,2020-01-25,1579,1455,39,310,47,52,34,64,39,36,20,392,86,0,0,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,5,2020-02-01,1517,1419,46,302,43,54,29,59,40,30,27,349,64,0,0,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,6,2020-02-08,1495,1382,30,300,36,48,26,58,43,41,21,371,80,0,0,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,7,2020-02-15,1488,1382,50,320,39,46,28,69,38,36,21,358,73,0,0,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,8,2020-02-22,1494,1387,45,300,35,52,31,71,59,22,19,381,64,0,0,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,9,2020-02-29,1571,1466,46,311,43,56,36,62,48,29,27,378,85,0,0,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,10,2020-03-07,1509,1395,43,307,42,40,38,60,43,29,18,379,74,0,0,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,11,2020-03-14,1477,1365,38,280,40,45,34,53,38,27,34,389,75,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,New Jersey,2020,12,2020-03-21,1600,1521,40,306,44,48,41,65,43,57,25,384,85,39,36,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,13,2020-03-28,2124,2001,62,287,48,67,80,72,68,34,29,467,70,301,286,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,14,2020-04-04,3484,3375,61,327,101,100,102,105,71,46,56,550,108,1262,1209,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,15,2020-04-11,4774,4671,60,323,96,122,125,115,90,46,64,629,104,2381,2297,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,16,2020-04-18,4733,4629,45,343,105,127,81,96,58,46,41,591,92,2520,2417,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,17,2020-04-25,3979,3871,50,268,86,101,73,101,63,42,31,524,77,2058,1931,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,18,2020-05-02,3181,3070,48,297,66,81,59,66,49,29,32,417,72,1557,1447,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,19,2020-05-09,2603,2476,34,285,62,67,39,51,46,32,33,394,54,1126,1013,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,20,2020-05-16,2287,2196,40,268,50,61,34,57,38,34,27,408,90,827,742,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,21,2020-05-23,1937,1819,27,292,42,48,29,48,30,26,18,381,73,556,488,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,22,2020-05-30,1746,1613,37,265,43,49,31,49,34,21,21,316,68,396,348,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,23,2020-06-06,1587,1470,24,251,40,47,20,47,30,28,22,355,44,317,257,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,24,2020-06-13,1486,1371,27,277,36,35,17,47,30,29,19,330,54,221,185,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,25,2020-06-20,1412,1297,38,282,32,37,23,43,32,28,19,332,54,162,127,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,26,2020-06-27,1445,1338,34,280,40,40,18,52,32,29,16,332,65,143,109,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,27,2020-07-04,1407,1285,33,293,46,31,16,57,31,32,20,338,57,103,78,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,28,2020-07-11,1389,1238,28,260,31,39,11,42,28,18,18,326,65,86,60,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,29,2020-07-18,1324,1225,34,294,32,47,23,38,17,31,18,306,64,61,40,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,30,2020-07-25,1370,1263,33,294,38,43,23,31,25,26,16,327,54,66,50,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,31,2020-08-01,1392,1271,32,296,34,42,14,33,39,29,20,341,63,63,48,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,32,2020-08-08,1344,1224,44,291,26,32,28,46,40,25,22,305,77,36,27,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,33,2020-08-15,1308,1193,24,268,46,53,20,43,29,29,28,302,50,45,33,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,34,2020-08-22,1341,1221,46,282,29,37,17,49,39,26,17,333,55,36,30,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,35,2020-08-29,1335,1204,29,296,45,37,15,45,26,25,13,329,63,33,21,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,36,2020-09-05,1397,1269,29,278,47,37,21,50,29,38,17,347,51,32,25,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,37,2020-09-12,1389,1290,38,323,40,44,18,41,36,33,17,322,63,35,30,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,38,2020-09-19,1378,1263,30,279,40,34,19,46,18,33,24,330,80,35,27,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,39,2020-09-26,1395,1292,40,291,38,35,11,53,37,34,24,338,80,32,28,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,40,2020-10-03,1330,1213,33,273,33,33,21,49,31,31,19,306,80,34,27,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,41,2020-10-10,1401,1284,31,291,51,50,32,46,34,28,25,294,67,54,41,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,42,2020-10-17,1341,1226,38,256,34,38,15,41,53,25,21,325,58,58,51,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,43,2020-10-24,1470,1366,39,311,36,58,22,46,37,29,19,321,60,72,63,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,44,2020-10-31,1434,1341,37,274,35,49,14,59,38,27,17,369,50,82,69,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,45,2020-11-07,1567,1448,47,340,50,35,21,54,30,28,32,347,73,93,84,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,46,2020-11-14,1632,1516,42,328,43,44,27,56,41,33,15,370,54,181,158,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,47,2020-11-21,1676,1549,49,327,41,40,20,51,39,31,20,345,63,229,199,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,48,2020-11-28,1697,1589,40,257,55,45,18,55,33,27,27,378,67,313,283,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,49,2020-12-05,1904,1799,49,301,49,45,17,46,38,38,17,388,57,454,410,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,50,2020-12-12,2026,1907,32,317,54,59,28,50,39,33,18,390,74,495,460,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,51,2020-12-19,2094,2001,58,310,54,59,23,51,51,31,36,405,100,531,483,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,52,2020-12-26,2065,1971,42,273,61,54,23,61,48,31,27,405,82,560,518,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2020,53,2021-01-02,2216,2081,34,307,64,57,31,57,45,41,20,426,95,650,593,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,1,2021-01-09,2056,1933,44,269,53,47,34,38,37,39,22,409,74,551,499,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,2,2021-01-16,2164,2042,42,295,56,57,30,61,39,42,24,404,80,606,553,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,3,2021-01-23,1990,1882,40,259,35,61,27,56,41,31,17,359,92,570,512,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,4,2021-01-30,2007,1908,45,286,49,64,30,48,39,40,16,421,56,523,470,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,5,2021-02-06,2033,1919,44,283,54,60,24,36,41,38,24,415,80,473,426,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,6,2021-02-13,1865,1748,48,289,39,52,22,41,40,39,20,393,85,372,330,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,7,2021-02-20,1827,1705,51,309,47,47,20,43,36,43,17,389,70,330,286,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,8,2021-02-27,1798,1668,35,302,39,53,21,56,37,39,23,378,77,303,260,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,9,2021-03-06,1715,1580,42,273,47,53,35,35,34,41,22,383,84,232,202,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,10,2021-03-13,1585,1472,53,276,32,50,21,47,39,29,19,335,74,229,193,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,11,2021-03-20,1673,1549,41,310,37,63,24,44,46,20,24,339,62,247,223,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,12,2021-03-27,1624,1513,37,287,34,51,14,49,40,38,25,369,54,237,215,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,13,2021-04-03,1586,1466,32,269,46,36,24,47,31,34,22,341,67,231,203,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,14,2021-04-10,1677,1569,50,271,36,56,24,49,29,44,32,336,74,269,242,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,15,2021-04-17,1584,1480,33,275,28,42,22,46,26,27,18,352,76,259,231,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,16,2021-04-24,1660,1546,34,312,46,53,18,47,48,31,19,320,69,237,210,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,17,2021-05-01,1649,1535,49,299,34,49,26,36,39,28,25,371,76,201,185,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,18,2021-05-08,1471,1383,40,272,38,42,23,39,45,24,19,352,78,173,151,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,19,2021-05-15,1478,1362,29,305,35,39,16,47,31,23,22,341,66,138,125,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,20,2021-05-22,1466,1340,28,302,28,37,14,45,43,43,22,341,67,88,70,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,21,2021-05-29,1331,1216,34,265,25,42,15,47,36,28,17,298,64,90,71,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,22,2021-06-05,1432,1312,31,321,32,35,16,48,32,34,21,364,69,51,37,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,23,2021-06-12,1343,1209,35,267,41,55,21,32,22,26,20,324,74,26,17,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,24,2021-06-19,1359,1228,36,267,37,27,13,51,32,23,21,346,70,49,37,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,25,2021-06-26,1374,1262,42,319,29,38,16,44,38,31,19,318,60,25,16,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,26,2021-07-03,1380,1235,24,303,31,37,16,50,31,28,20,325,65,35,26,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,27,2021-07-10,1387,1254,30,268,36,49,12,41,30,34,31,340,68,27,17,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,28,2021-07-17,1300,1190,32,265,38,35,17,53,35,27,21,327,65,31,23,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,29,2021-07-24,1371,1257,35,298,37,41,16,58,25,30,25,291,56,28,20,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,30,2021-07-31,1373,1248,34,279,48,28,18,50,30,26,17,342,66,33,28,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,31,2021-08-07,1396,1266,34,311,32,32,20,50,30,24,17,315,50,40,40,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,32,2021-08-14,1431,1305,46,284,42,48,16,49,25,32,24,314,70,76,67,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,33,2021-08-21,1462,1324,35,306,46,35,22,49,32,32,22,321,70,91,75,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,34,2021-08-28,1489,1368,33,282,25,44,27,46,34,22,29,377,60,105,90,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,35,2021-09-04,1526,1375,38,308,39,35,23,28,29,22,26,358,81,118,105,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,36,2021-09-11,1532,1400,38,310,34,44,25,40,19,29,27,348,68,123,111,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,37,2021-09-18,1576,1468,45,315,28,42,27,49,32,26,32,345,75,137,122,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,38,2021-09-25,1549,1425,39,288,41,41,23,50,37,33,31,331,76,154,137,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,39,2021-10-02,1507,1369,29,317,39,43,23,47,36,35,20,300,67,130,117,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,40,2021-10-09,1594,1460,50,319,37,47,27,48,32,27,20,317,89,130,116,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,41,2021-10-16,1546,1415,50,305,41,29,16,56,42,23,26,332,73,121,114,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,42,2021-10-23,1526,1397,46,298,42,48,22,43,36,28,27,331,60,116,106,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,43,2021-10-30,1570,1455,43,305,39,49,24,54,37,31,30,336,77,107,99,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,44,2021-11-06,1642,1497,41,309,41,53,30,49,36,37,35,400,75,104,89,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,45,2021-11-13,1560,1448,36,295,36,59,25,55,39,24,12,360,64,89,77,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,46,2021-11-20,1492,1377,37,299,28,52,20,43,37,30,19,351,50,81,73,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,47,2021-11-27,1609,1503,40,306,41,58,22,52,36,32,31,379,81,87,73,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,48,2021-12-04,1627,1527,34,300,41,60,27,54,45,53,27,363,72,112,95,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,49,2021-12-11,1654,1539,32,291,40,44,26,52,42,26,26,399,89,143,125,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,50,2021-12-18,1724,1620,50,287,43,51,24,64,47,36,30,390,95,179,158,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,51,2021-12-25,1754,1646,43,333,37,42,24,48,44,36,32,404,80,205,186,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2021,52,2022-01-01,1966,1842,34,287,72,47,24,62,43,38,32,420,75,380,335,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,1,2022-01-08,2315,2187,59,298,54,53,34,75,41,51,28,488,71,657,557,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,2,2022-01-15,2522,2397,45,300,71,70,24,68,48,34,23,499,74,810,686,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,3,2022-01-22,2452,2320,41,332,68,74,25,70,54,39,34,471,79,764,651,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,4,2022-01-29,2169,2052,47,309,45,70,24,55,40,41,24,417,90,605,505,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,5,2022-02-05,1958,1817,30,276,46,64,34,60,44,39,26,390,84,440,345,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,6,2022-02-12,1757,1649,42,299,42,69,29,40,41,37,22,369,95,263,201,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,7,2022-02-19,1655,1557,42,297,44,46,15,58,29,43,24,413,78,183,136,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,8,2022-02-26,1544,1428,29,287,44,48,22,41,38,36,26,361,73,110,78,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,9,2022-03-05,1555,1444,42,288,48,33,19,44,42,35,19,365,93,70,51,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,10,2022-03-12,1498,1376,40,313,35,26,17,47,26,42,24,352,83,70,45,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,11,2022-03-19,1426,1319,44,297,45,47,16,51,44,29,24,342,54,42,33,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,12,2022-03-26,1415,1325,37,279,37,46,12,45,29,47,23,356,76,40,26,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,13,2022-04-02,1398,1277,27,303,49,56,15,40,17,35,32,327,69,26,17,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,14,2022-04-09,1401,1300,38,278,39,40,25,60,41,27,23,354,59,31,21,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,15,2022-04-16,1387,1289,45,298,38,47,26,44,35,21,28,338,73,32,21,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,16,2022-04-23,1348,1241,34,279,38,38,23,47,34,31,16,314,77,45,33,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,17,2022-04-30,1345,1245,28,272,44,34,17,60,27,26,23,328,62,41,30,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,18,2022-05-07,1401,1271,34,280,33,32,18,47,33,42,25,345,55,55,35,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,19,2022-05-14,1444,1328,32,263,31,37,11,36,30,32,30,386,56,59,40,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,20,2022-05-21,1510,1380,45,313,33,41,16,56,23,36,28,326,62,74,51,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,21,2022-05-28,1445,1331,26,307,44,39,24,62,34,22,29,325,60,71,54,,,,,,,,,,,,,,,
02/01/2023,New Jersey,2022,22,2022-06-04,1392,1255,47,274,30,39,21,61,30,24,18,323,56,59,39,,,,,,,,,,,,,,,
